syn_004710	反义词	syn_008170
syn_010217	反义词	syn_010218
syn_009097	上位词	syn_008546
syn_010206	反义词	syn_010207
syn_005549	上位词	syn_015398
syn_015743	上位词	syn_002645
syn_011550	反义词	syn_001631
syn_002235	反义词	syn_002236
syn_017287	反义词	syn_017369
syn_008552	上位词	syn_018169
syn_000283	上位词	syn_007474
syn_005488	整体词	syn_001942
syn_000697	整体词	syn_004260
syn_001401	反义词	syn_001354
syn_018686	上位词	syn_005604
syn_008023	上位词	syn_015113
syn_018985	整体词	syn_016358
syn_009714	反义词	syn_009414
syn_015622	上位词	syn_002583
syn_007097	上位词	syn_007181
syn_007990	上位词	syn_007989
syn_000206	上位词	syn_000140
syn_000359	反义词	syn_000358
syn_004600	上位词	syn_002466
syn_010687	反义词	syn_009419
syn_002352	整体词	syn_017185
syn_008653	反义词	syn_008646
syn_016583	上位词	syn_005604
syn_010719	反义词	syn_010718
syn_003579	反义词	syn_003411
syn_007349	上位词	syn_012477
syn_008319	整体词	syn_019700
syn_007097	上位词	syn_002068
syn_019567	上位词	syn_005604
syn_017308	反义词	syn_017723
syn_011995	上位词	syn_015273
syn_015674	上位词	syn_006870
syn_016986	上位词	syn_008067
syn_000249	反义词	syn_000250
syn_018167	上位词	syn_018168
syn_008518	上位词	syn_004717
syn_001503	反义词	syn_001502
syn_009647	反义词	syn_001217
syn_002134	上位词	syn_012973
syn_002488	上位词	syn_001999
syn_001638	反义词	syn_001639
syn_017032	上位词	syn_002645
syn_018636	上位词	syn_005604
syn_015340	上位词	syn_002473
syn_009151	反义词	syn_010699
syn_018688	上位词	syn_005604
syn_018384	上位词	syn_005604
syn_007377	上位词	syn_002357
syn_002222	上位词	syn_002327
syn_002276	上位词	syn_004763
syn_009121	反义词	syn_009502
syn_007381	上位词	syn_002102
syn_002676	反义词	syn_002677
syn_011277	反义词	syn_011276
syn_002485	上位词	syn_001934
syn_007778	上位词	syn_006257
syn_019438	上位词	syn_019181
syn_017168	上位词	syn_006889
syn_009278	反义词	syn_009140
syn_013009	反义词	syn_019393
syn_007794	上位词	syn_002023
syn_005604	上位词	syn_004612
syn_011390	反义词	syn_009876
syn_010764	反义词	syn_001478
syn_006982	上位词	syn_003332
syn_012966	上位词	syn_015273
syn_002605	上位词	syn_002468
syn_002051	整体词	syn_002645
syn_016069	上位词	syn_005433
syn_005454	上位词	syn_003953
syn_008945	整体词	syn_001987
syn_012780	上位词	syn_014901
syn_019604	上位词	syn_003983
syn_012740	上位词	syn_012739
syn_003655	反义词	syn_003673
syn_004840	上位词	syn_012383
syn_018353	上位词	syn_005604
syn_013085	上位词	syn_006171
syn_004562	反义词	syn_000054
syn_005507	上位词	syn_011700
syn_000064	反义词	syn_000425
syn_000013	反义词	syn_000226
syn_009762	反义词	syn_009763
syn_018025	反义词	syn_018026
syn_002624	上位词	syn_012794
syn_000948	上位词	syn_008067
syn_006524	反义词	syn_006525
syn_000054	反义词	syn_004562
syn_012514	整体词	syn_001942
syn_004411	上位词	syn_003880
syn_004768	上位词	syn_004772
syn_015800	上位词	syn_008821
syn_003388	反义词	syn_017471
syn_006713	上位词	syn_019181
syn_007110	上位词	syn_007181
syn_013822	上位词	syn_006850
syn_007355	上位词	syn_012477
syn_015303	上位词	syn_003108
syn_004385	上位词	syn_004715
syn_000908	上位词	syn_001946
syn_009502	反义词	syn_009121
syn_018827	整体词	syn_018169
syn_002794	上位词	syn_005812
syn_001354	反义词	syn_001401
syn_010102	反义词	syn_010106
syn_000039	反义词	syn_000039
syn_016102	整体词	syn_006883
syn_004744	上位词	syn_002086
syn_018443	上位词	syn_005604
syn_012946	上位词	syn_002035
syn_004722	上位词	syn_016247
syn_008804	上位词	syn_019181
syn_018411	上位词	syn_005604
syn_009817	反义词	syn_009816
syn_005107	上位词	syn_002031
syn_014149	上位词	syn_015304
syn_002648	上位词	syn_004717
syn_002257	上位词	syn_006870
syn_004538	上位词	syn_015820
syn_008583	上位词	syn_004717
syn_013158	上位词	syn_001942
syn_002077	反义词	syn_002075
syn_009829	上位词	syn_001224
syn_018190	上位词	syn_005604
syn_007154	整体词	syn_005882
syn_011214	上位词	syn_001501
syn_000069	上位词	syn_000068
syn_016188	反义词	syn_008015
syn_018744	上位词	syn_005604
syn_010374	反义词	syn_010373
syn_000269	反义词	syn_000268
syn_016406	上位词	syn_000121
syn_005305	上位词	syn_002521
syn_002567	上位词	syn_002319
syn_010568	反义词	syn_010569
syn_011602	反义词	syn_011613
syn_006949	反义词	syn_002078
syn_016942	上位词	syn_002645
syn_010200	反义词	syn_011103
syn_015761	上位词	syn_006171
syn_000711	上位词	syn_000733
syn_004070	整体词	syn_002651
syn_000422	反义词	syn_009115
syn_000261	反义词	syn_000259
syn_011816	上位词	syn_001678
syn_009110	反义词	syn_009180
syn_018708	上位词	syn_005604
syn_006122	上位词	syn_016850
syn_002365	上位词	syn_002327
syn_001600	反义词	syn_011418
syn_007155	上位词	syn_005604
syn_000083	整体词	syn_002466
syn_019696	整体词	syn_014897
syn_005351	上位词	syn_012157
syn_008016	上位词	syn_012906
syn_001932	反义词	syn_004609
syn_011019	反义词	syn_011021
syn_011407	反义词	syn_011406
syn_011547	反义词	syn_001630
syn_013153	上位词	syn_013146
syn_004486	上位词	syn_005604
syn_007378	上位词	syn_002250
syn_000228	反义词	syn_007019
syn_000303	反义词	syn_005670
syn_000231	反义词	syn_005560
syn_006752	反义词	syn_000573
syn_012135	上位词	syn_002027
syn_018325	上位词	syn_005604
syn_007216	上位词	syn_007218
syn_006894	上位词	syn_012135
syn_011660	上位词	syn_002645
syn_011898	上位词	syn_005604
syn_004793	反义词	syn_004792
syn_005492	上位词	syn_002319
syn_009568	反义词	syn_009569
syn_002046	整体词	syn_002052
syn_016167	上位词	syn_006871
syn_006266	上位词	syn_004810
syn_001473	反义词	syn_010748
syn_015223	反义词	syn_015221
syn_015332	上位词	syn_002097
syn_018833	反义词	syn_014524
syn_010272	上位词	syn_001385
syn_016823	上位词	syn_004801
syn_018503	上位词	syn_005604
syn_010751	反义词	syn_010444
syn_007106	上位词	syn_007181
syn_010107	反义词	syn_010100
syn_007106	上位词	syn_002068
syn_015943	上位词	syn_015919
syn_006948	上位词	syn_004717
syn_001174	反义词	syn_009114
syn_002526	上位词	syn_019232
syn_001834	反义词	syn_010095
syn_009280	上位词	syn_005387
syn_014253	反义词	syn_014254
syn_019114	上位词	syn_015275
syn_007379	整体词	syn_002070
syn_014907	上位词	syn_006870
syn_012973	上位词	syn_005882
syn_017147	上位词	syn_002468
syn_016735	上位词	syn_003313
syn_003263	上位词	syn_015275
syn_018787	上位词	syn_008772
syn_000252	反义词	syn_014415
syn_012910	上位词	syn_012912
syn_019791	上位词	syn_018169
syn_006051	上位词	syn_002468
syn_002755	上位词	syn_013751
syn_013514	反义词	syn_002778
syn_017171	上位词	syn_006889
syn_000920	上位词	syn_001946
syn_001341	反义词	syn_016672
syn_012609	上位词	syn_019345
syn_018668	整体词	syn_000920
syn_001597	反义词	syn_009566
syn_004101	上位词	syn_002506
syn_001609	反义词	syn_001530
syn_006951	反义词	syn_002079
syn_001954	整体词	syn_002645
syn_016154	上位词	syn_002506
syn_008019	整体词	syn_002024
syn_014701	反义词	syn_002443
syn_005552	上位词	syn_012477
syn_014821	上位词	syn_002134
syn_001265	反义词	syn_010260
syn_010188	反义词	syn_001446
syn_015717	上位词	syn_003113
syn_002556	上位词	syn_005274
syn_005608	上位词	syn_006870
syn_017239	上位词	syn_012794
syn_007417	上位词	syn_014899
syn_016916	整体词	syn_007181
syn_001168	反义词	syn_009384
syn_009863	反义词	syn_009864
syn_008670	整体词	syn_004001
syn_005071	上位词	syn_015602
syn_016665	上位词	syn_000733
syn_017769	反义词	syn_017726
syn_001602	反义词	syn_001599
syn_002221	上位词	syn_002127
syn_003208	上位词	syn_003207
syn_012035	反义词	syn_012034
syn_001129	反义词	syn_001130
syn_002454	反义词	syn_003993
syn_013142	上位词	syn_015049
syn_000717	上位词	syn_000733
syn_004742	整体词	syn_002023
syn_019556	上位词	syn_000733
syn_009824	反义词	syn_009823
syn_007283	反义词	syn_001341
syn_013020	整体词	syn_002205
syn_007646	上位词	syn_002473
syn_000233	整体词	syn_015262
syn_012741	上位词	syn_012739
syn_011565	上位词	syn_006272
syn_008023	上位词	syn_001999
syn_019158	上位词	syn_002197
syn_009800	上位词	syn_001202
syn_017256	反义词	syn_017257
syn_002241	上位词	syn_007989
syn_001543	反义词	syn_010073
syn_006399	反义词	syn_000449
syn_004386	上位词	syn_004715
syn_006062	上位词	syn_002468
syn_019825	反义词	syn_019824
syn_005560	反义词	syn_000231
syn_014554	上位词	syn_008289
syn_008507	上位词	syn_002645
syn_012198	反义词	syn_012199
syn_000228	反义词	syn_000229
syn_015785	上位词	syn_015820
syn_017723	反义词	syn_017308
syn_013450	上位词	syn_015434
syn_016725	上位词	syn_002495
syn_007813	上位词	syn_005882
syn_005527	上位词	syn_012794
syn_002159	反义词	syn_002160
syn_003530	反义词	syn_017653
syn_019232	上位词	syn_012135
syn_008019	整体词	syn_002645
syn_007989	上位词	syn_015423
syn_002111	上位词	syn_016850
syn_009633	上位词	syn_000995
syn_009982	上位词	syn_001224
syn_019908	反义词	syn_019909
syn_001171	反义词	syn_011451
syn_009682	反义词	syn_009117
syn_018125	上位词	syn_018124
syn_019148	上位词	syn_002319
syn_015759	上位词	syn_002097
syn_019961	上位词	syn_004612
syn_007480	上位词	syn_007417
syn_015822	上位词	syn_015824
syn_014857	上位词	syn_012477
syn_010187	上位词	syn_002714
syn_019202	上位词	syn_001946
syn_005782	上位词	syn_005071
syn_002264	上位词	syn_002127
syn_008688	上位词	syn_001763
syn_016333	上位词	syn_001950
syn_010420	反义词	syn_002605
syn_002479	整体词	syn_002071
syn_003313	上位词	syn_000578
syn_008298	上位词	syn_000833
syn_013145	上位词	syn_015051
syn_002084	上位词	syn_002501
syn_000704	上位词	syn_002023
syn_018731	上位词	syn_005604
syn_010497	反义词	syn_001388
syn_005488	上位词	syn_002521
syn_006627	整体词	syn_002495
syn_014449	上位词	syn_011698
syn_018623	上位词	syn_005604
syn_008865	上位词	syn_001942
syn_002562	反义词	syn_002563
syn_012838	反义词	syn_001862
syn_002059	整体词	syn_016358
syn_002649	上位词	syn_012683
syn_003731	上位词	syn_005604
syn_018206	上位词	syn_005604
syn_010151	反义词	syn_010164
syn_007392	上位词	syn_004984
syn_014665	上位词	syn_005926
syn_001238	反义词	syn_000671
syn_011605	反义词	syn_011604
syn_004445	上位词	syn_007772
syn_001000	上位词	syn_003228
syn_012166	反义词	syn_012173
syn_018919	整体词	syn_002135
syn_002093	上位词	syn_004612
syn_000211	上位词	syn_003075
syn_008760	上位词	syn_002686
syn_010293	反义词	syn_001252
syn_007733	反义词	syn_000247
syn_003766	上位词	syn_005604
syn_015033	上位词	syn_011934
syn_008122	上位词	syn_019181
syn_015648	上位词	syn_002068
syn_012840	上位词	syn_005604
syn_010304	上位词	syn_008634
syn_010501	反义词	syn_010058
syn_008788	上位词	syn_016247
syn_008059	上位词	syn_015630
syn_018299	上位词	syn_005604
syn_009123	反义词	syn_011463
syn_001480	反义词	syn_001482
syn_001490	反义词	syn_010829
syn_010616	反义词	syn_001397
syn_010497	反义词	syn_001387
syn_014805	上位词	syn_002134
syn_002032	上位词	syn_002319
syn_009215	反义词	syn_010611
syn_018753	上位词	syn_005604
syn_002443	反义词	syn_014701
syn_001264	上位词	syn_011857
syn_005167	上位词	syn_007797
syn_008478	上位词	syn_016945
syn_002276	上位词	syn_002645
syn_016070	上位词	syn_002317
syn_000747	上位词	syn_019345
syn_010431	反义词	syn_001397
syn_007859	上位词	syn_008180
syn_000264	上位词	syn_002023
syn_018660	整体词	syn_018666
syn_008156	上位词	syn_019181
syn_005967	反义词	syn_007376
syn_011454	上位词	syn_000018
syn_003673	反义词	syn_003655
syn_002544	上位词	syn_015820
syn_000929	上位词	syn_002645
syn_016596	整体词	syn_002645
syn_009060	上位词	syn_000493
syn_011620	上位词	syn_001946
syn_004976	上位词	syn_002308
syn_019914	上位词	syn_007487
syn_015546	反义词	syn_015547
syn_011932	上位词	syn_017264
syn_002198	上位词	syn_015451
syn_008586	上位词	syn_005882
syn_007321	上位词	syn_004214
syn_009725	反义词	syn_001250
syn_007201	上位词	syn_000022
syn_007283	反义词	syn_001217
syn_019809	上位词	syn_002614
syn_012460	上位词	syn_019348
syn_019730	反义词	syn_006416
syn_001850	反义词	syn_001318
syn_006296	上位词	syn_002068
syn_013272	上位词	syn_001942
syn_010594	反义词	syn_010590
syn_002053	上位词	syn_002624
syn_012745	上位词	syn_002645
syn_003736	上位词	syn_005604
syn_007103	上位词	syn_007181
syn_012393	上位词	syn_002127
syn_001127	反义词	syn_001128
syn_007344	上位词	syn_012477
syn_002506	上位词	syn_002473
syn_002920	反义词	syn_001318
syn_001993	上位词	syn_001999
syn_002684	整体词	syn_002344
syn_015398	上位词	syn_005882
syn_018919	上位词	syn_002127
syn_018404	上位词	syn_005604
syn_013096	上位词	syn_013254
syn_002481	反义词	syn_014275
syn_006398	反义词	syn_006397
syn_008322	上位词	syn_019374
syn_002200	上位词	syn_019232
syn_012252	上位词	syn_016706
syn_015630	上位词	syn_005882
syn_007213	上位词	syn_000606
syn_008110	上位词	syn_001946
syn_012660	反义词	syn_012661
syn_018399	上位词	syn_005604
syn_008858	上位词	syn_012973
syn_003096	反义词	syn_015207
syn_005553	上位词	syn_002023
syn_010372	上位词	syn_010408
syn_010380	反义词	syn_010254
syn_007470	反义词	syn_007469
syn_003275	反义词	syn_011020
syn_009248	反义词	syn_009249
syn_011681	上位词	syn_018169
syn_000732	上位词	syn_002023
syn_001259	上位词	syn_000995
syn_007328	上位词	syn_012477
syn_010442	反义词	syn_001355
syn_001462	反义词	syn_009375
syn_006229	上位词	syn_002023
syn_010581	反义词	syn_010582
syn_002587	上位词	syn_008168
syn_005530	整体词	syn_007356
syn_001434	反义词	syn_001435
syn_015380	上位词	syn_002023
syn_017047	上位词	syn_015108
syn_001475	反义词	syn_010759
syn_018709	上位词	syn_005604
syn_017127	上位词	syn_004800
syn_012263	上位词	syn_015398
syn_001419	反义词	syn_001420
syn_013084	整体词	syn_017185
syn_007688	上位词	syn_002561
syn_010501	反义词	syn_010395
syn_018417	上位词	syn_005604
syn_014145	上位词	syn_002645
syn_001418	反义词	syn_001195
syn_003211	反义词	syn_015860
syn_012283	上位词	syn_018798
syn_009200	反义词	syn_001135
syn_011310	反义词	syn_011311
syn_019003	反义词	syn_004242
syn_009165	反义词	syn_001351
syn_005533	上位词	syn_002023
syn_012969	上位词	syn_019002
syn_003755	上位词	syn_005604
syn_002346	上位词	syn_006889
syn_008853	整体词	syn_005544
syn_005235	整体词	syn_002561
syn_019041	反义词	syn_002644
syn_012940	上位词	syn_014866
syn_000235	反义词	syn_000234
syn_012448	上位词	syn_000356
syn_010677	反义词	syn_001457
syn_001318	反义词	syn_001850
syn_017131	上位词	syn_017130
syn_002150	上位词	syn_015630
syn_011451	反义词	syn_001171
syn_018393	上位词	syn_005604
syn_009080	上位词	syn_002097
syn_008761	整体词	syn_002645
syn_018476	上位词	syn_005604
syn_001567	反义词	syn_011244
syn_009656	反义词	syn_001313
syn_012643	反义词	syn_012642
syn_002935	上位词	syn_001503
syn_001896	上位词	syn_000733
syn_018421	上位词	syn_005604
syn_019502	上位词	syn_005972
syn_018500	上位词	syn_005604
syn_019477	上位词	syn_005604
syn_002076	反义词	syn_006948
syn_002066	上位词	syn_002501
syn_015204	上位词	syn_007417
syn_006722	上位词	syn_002645
syn_014780	上位词	syn_002023
syn_002164	反义词	syn_002163
syn_014897	上位词	syn_002587
syn_015393	上位词	syn_000733
syn_009114	反义词	syn_001174
syn_014660	上位词	syn_001988
syn_003711	上位词	syn_005604
syn_015201	上位词	syn_019181
syn_002572	上位词	syn_015398
syn_016522	整体词	syn_005925
syn_011503	反义词	syn_011487
syn_007818	上位词	syn_002127
syn_004172	上位词	syn_002031
syn_001279	反义词	syn_001280
syn_019848	整体词	syn_002645
syn_018042	上位词	syn_002157
syn_001224	上位词	syn_001224
syn_006076	上位词	syn_001946
syn_019106	整体词	syn_019104
syn_000695	上位词	syn_000733
syn_013356	上位词	syn_007417
syn_008009	反义词	syn_002656
syn_002301	上位词	syn_002319
syn_009410	反义词	syn_009421
syn_002275	上位词	syn_015630
syn_008801	整体词	syn_007414
syn_009447	反义词	syn_009448
syn_001616	反义词	syn_011464
syn_010187	上位词	syn_007210
syn_005089	上位词	syn_015304
syn_000388	反义词	syn_005995
syn_005290	上位词	syn_002184
syn_018051	上位词	syn_002645
syn_001453	反义词	syn_010663
syn_003972	反义词	syn_003971
syn_019495	上位词	syn_002521
syn_011563	上位词	syn_007417
syn_007383	整体词	syn_002319
syn_002105	上位词	syn_016850
syn_012969	上位词	syn_012135
syn_016916	整体词	syn_002645
syn_000261	整体词	syn_002466
syn_009821	反义词	syn_011293
syn_004162	上位词	syn_018127
syn_003703	上位词	syn_005604
syn_019002	上位词	syn_012135
syn_013115	上位词	syn_007846
syn_000713	上位词	syn_000733
syn_008140	上位词	syn_000788
syn_013147	上位词	syn_015051
syn_007763	上位词	syn_016148
syn_014015	上位词	syn_002035
syn_014873	上位词	syn_016627
syn_016638	反义词	syn_003862
syn_004128	上位词	syn_006272
syn_018306	上位词	syn_005604
syn_018665	上位词	syn_005604
syn_007484	上位词	syn_000472
syn_000257	反义词	syn_000256
syn_005369	上位词	syn_000920
syn_018218	上位词	syn_005604
syn_010678	反义词	syn_001459
syn_016916	整体词	syn_002583
syn_003643	上位词	syn_004863
syn_013863	上位词	syn_002087
syn_002327	上位词	syn_015304
syn_007610	上位词	syn_004717
syn_006433	上位词	syn_002501
syn_004800	上位词	syn_004813
syn_000272	反义词	syn_000233
syn_007802	上位词	syn_019345
syn_015661	上位词	syn_011700
syn_004370	上位词	syn_002023
syn_011532	上位词	syn_008634
syn_006646	整体词	syn_002344
syn_016465	上位词	syn_004717
syn_014903	反义词	syn_014904
syn_018813	上位词	syn_005604
syn_014791	上位词	syn_002134
syn_000261	上位词	syn_000733
syn_002175	反义词	syn_006947
syn_001850	反义词	syn_001849
syn_014899	上位词	syn_008168
syn_018461	上位词	syn_005604
syn_018200	上位词	syn_005604
syn_007333	上位词	syn_012477
syn_009394	反义词	syn_001535
syn_015111	上位词	syn_001784
syn_007822	上位词	syn_007818
syn_003562	反义词	syn_017949
syn_015547	反义词	syn_015546
syn_009663	上位词	syn_001224
syn_019204	上位词	syn_002023
syn_009146	反义词	syn_010145
syn_010737	反义词	syn_010710
syn_016568	上位词	syn_002068
syn_001465	反义词	syn_010707
syn_010484	上位词	syn_008634
syn_000672	反义词	syn_000671
syn_007729	上位词	syn_012794
syn_017654	上位词	syn_003544
syn_000449	反义词	syn_006399
syn_001356	反义词	syn_010550
syn_019825	反义词	syn_004793
syn_018617	上位词	syn_005604
syn_005029	上位词	syn_000122
syn_017037	上位词	syn_008067
syn_010487	反义词	syn_010486
syn_008236	上位词	syn_003281
syn_010842	反义词	syn_010841
syn_011440	反义词	syn_010575
syn_018853	上位词	syn_018169
syn_007104	上位词	syn_002068
syn_002619	上位词	syn_002309
syn_008484	上位词	syn_002102
syn_018029	反义词	syn_018028
syn_001218	上位词	syn_009613
syn_002239	上位词	syn_006564
syn_012994	反义词	syn_019718
syn_002686	上位词	syn_015820
syn_002648	反义词	syn_019137
syn_015832	反义词	syn_003163
syn_013100	上位词	syn_013254
syn_019469	上位词	syn_015275
syn_016193	上位词	syn_002127
syn_001359	反义词	syn_010266
syn_000232	整体词	syn_002466
syn_000016	反义词	syn_003317
syn_001482	反义词	syn_001480
syn_018666	整体词	syn_001659
syn_001128	反义词	syn_001127
syn_014348	上位词	syn_005078
syn_008831	反义词	syn_008832
syn_016811	上位词	syn_002645
syn_013149	上位词	syn_015051
syn_000678	上位词	syn_004715
syn_010838	反义词	syn_010839
syn_010874	反义词	syn_010875
syn_010752	反义词	syn_010753
syn_001944	上位词	syn_018022
syn_009505	反义词	syn_009504
syn_018681	上位词	syn_005604
syn_000916	上位词	syn_001958
syn_018366	上位词	syn_005604
syn_011782	上位词	syn_001668
syn_010667	反义词	syn_010668
syn_012906	上位词	syn_015451
syn_017124	上位词	syn_007772
syn_001937	反义词	syn_013306
syn_007049	上位词	syn_008180
syn_000051	上位词	syn_005620
syn_004554	上位词	syn_002035
syn_001387	反义词	syn_001388
syn_005574	上位词	syn_015124
syn_005862	上位词	syn_002023
syn_005526	上位词	syn_012794
syn_014705	上位词	syn_015472
syn_004163	上位词	syn_018127
syn_009894	反义词	syn_009893
syn_019393	反义词	syn_013009
syn_001455	反义词	syn_001452
syn_009371	反义词	syn_009375
syn_011401	反义词	syn_011402
syn_011754	上位词	syn_000651
syn_000280	反义词	syn_000281
syn_002680	上位词	syn_015398
syn_000603	上位词	syn_009613
syn_004609	反义词	syn_001932
syn_004478	上位词	syn_015630
syn_000750	上位词	syn_000733
syn_010436	反义词	syn_010409
syn_009636	上位词	syn_001224
syn_010707	反义词	syn_001465
syn_000298	反义词	syn_005713
syn_010298	反义词	syn_010432
syn_016661	上位词	syn_005071
syn_002502	上位词	syn_002327
syn_008483	上位词	syn_016247
syn_002026	整体词	syn_013263
syn_016412	反义词	syn_016413
syn_002645	上位词	syn_002068
syn_019304	反义词	syn_005622
syn_017243	整体词	syn_014897
syn_000621	上位词	syn_001224
syn_007813	反义词	syn_013004
syn_015740	上位词	syn_012392
syn_011975	上位词	syn_015273
syn_015644	上位词	syn_002319
syn_006203	上位词	syn_016945
syn_006400	反义词	syn_006401
syn_005059	上位词	syn_016670
syn_002189	反义词	syn_002278
syn_011901	上位词	syn_005604
syn_009759	反义词	syn_009759
syn_016202	上位词	syn_015304
syn_015623	上位词	syn_002583
syn_001216	反义词	syn_007268
syn_010272	反义词	syn_001362
syn_002932	反义词	syn_014165
syn_010371	反义词	syn_010372
syn_007327	上位词	syn_012477
syn_002153	上位词	syn_007989
syn_006184	上位词	syn_002023
syn_005325	上位词	syn_015820
syn_004657	上位词	syn_004304
syn_007847	上位词	syn_019181
syn_008825	上位词	syn_012490
syn_013601	上位词	syn_002031
syn_008533	上位词	syn_002645
syn_017257	反义词	syn_017256
syn_007019	反义词	syn_013740
syn_009612	上位词	syn_001224
syn_008793	上位词	syn_012794
syn_011692	上位词	syn_002127
syn_001703	上位词	syn_012037
syn_001585	反义词	syn_009532
syn_018627	上位词	syn_005604
syn_002319	上位词	syn_012135
syn_019436	反义词	syn_008843
syn_013279	上位词	syn_012477
syn_017229	上位词	syn_017264
syn_016389	上位词	syn_002649
syn_001202	反义词	syn_009563
syn_014835	上位词	syn_002134
syn_000254	反义词	syn_000255
syn_019897	上位词	syn_005604
syn_000083	反义词	syn_004861
syn_002047	上位词	syn_015711
syn_007359	上位词	syn_012477
syn_002865	上位词	syn_008523
syn_004787	上位词	syn_002232
syn_018086	上位词	syn_006272
syn_016489	上位词	syn_002023
syn_011525	反义词	syn_011526
syn_016656	上位词	syn_016650
syn_018565	上位词	syn_005604
syn_018792	上位词	syn_001942
syn_005226	上位词	syn_019345
syn_019439	上位词	syn_002023
syn_019252	上位词	syn_002023
syn_010870	反义词	syn_001496
syn_016345	上位词	syn_012683
syn_019672	上位词	syn_007945
syn_015978	上位词	syn_003880
syn_001386	反义词	syn_009898
syn_010569	反义词	syn_010568
syn_018116	上位词	syn_016345
syn_018595	上位词	syn_018602
syn_002686	上位词	syn_002501
syn_003746	整体词	syn_001987
syn_009196	反义词	syn_001321
syn_004681	上位词	syn_019181
syn_014180	上位词	syn_002645
syn_000947	上位词	syn_008067
syn_006899	上位词	syn_012390
syn_011546	反义词	syn_001629
syn_009116	反义词	syn_009418
syn_018183	上位词	syn_005604
syn_001599	反义词	syn_001401
syn_013021	上位词	syn_019181
syn_016337	上位词	syn_015711
syn_002915	上位词	syn_015264
syn_010573	反义词	syn_001429
syn_012677	上位词	syn_005071
syn_005517	上位词	syn_002023
syn_006607	整体词	syn_002051
syn_000752	上位词	syn_000751
syn_013108	上位词	syn_006889
syn_010246	反义词	syn_010245
syn_001229	上位词	syn_001224
syn_014898	上位词	syn_002587
syn_009763	反义词	syn_009762
syn_018268	上位词	syn_005604
syn_001371	反义词	syn_002811
syn_018467	上位词	syn_005604
syn_015231	上位词	syn_015640
syn_014643	反义词	syn_014644
syn_000918	上位词	syn_000911
syn_004113	上位词	syn_002023
syn_002042	上位词	syn_002157
syn_016497	上位词	syn_002127
syn_019068	整体词	syn_007181
syn_014723	上位词	syn_002023
syn_012883	上位词	syn_018963
syn_004715	上位词	syn_002023
syn_018099	上位词	syn_007181
syn_019060	上位词	syn_002068
syn_010194	反义词	syn_010625
syn_012519	上位词	syn_006272
syn_005534	上位词	syn_002023
syn_018069	上位词	syn_006870
syn_006162	上位词	syn_002068
syn_019137	反义词	syn_002648
syn_004937	上位词	syn_000102
syn_005315	上位词	syn_011563
syn_002500	上位词	syn_016247
syn_018687	上位词	syn_005604
syn_010580	反义词	syn_001433
syn_018725	上位词	syn_005604
syn_000786	上位词	syn_008123
syn_005343	上位词	syn_002501
syn_018919	上位词	syn_011698
syn_015423	上位词	syn_004765
syn_010956	反义词	syn_001508
